user_id,login_time,logout_time,content_watched,genres_watched,total_watch_time,num_pauses,buffer_events,was_recommended
u016,2025-05-14T01:24:00,2025-05-14T02:12:00,"['s027', 's002']","['Action', 'Romance', 'Horror']",42,2,3,True
u016,2025-05-17T12:29:00,2025-05-17T13:43:00,"['s010', 's012', 's017']",['Sci-Fi'],72,1,2,True
u016,2025-05-31T12:51:00,2025-05-31T14:22:00,['s040'],"['Sci-Fi', 'Drama']",89,2,0,False
u016,2025-05-26T13:31:00,2025-05-26T14:25:00,"['s010', 's027', 's021']","['Romance', 'Drama']",53,3,1,True
u016,2025-05-23T21:43:00,2025-05-23T23:24:00,"['s016', 's032', 's033', 's049', 's025']",['Action'],92,4,0,True
u016,2025-06-03T03:42:00,2025-06-03T04:57:00,['s031'],['Romance'],69,2,0,False
u016,2025-05-13T20:20:00,2025-05-13T20:59:00,"['s044', 's007', 's016', 's049', 's036']","['Horror', 'Sci-Fi', 'Action']",31,1,1,False
u016,2025-06-02T07:07:00,2025-06-02T07:22:00,"['s014', 's010', 's024', 's035', 's011']",['Thriller'],5,1,1,False
u016,2025-06-07T06:22:00,2025-06-07T07:24:00,['s030'],"['Action', 'Comedy', 'Sci-Fi']",62,3,1,True
u016,2025-06-03T22:40:00,2025-06-03T23:19:00,"['s044', 's025', 's023']","['Sci-Fi', 'Thriller', 'Comedy']",30,0,1,True
u016,2025-05-20T08:18:00,2025-05-20T09:57:00,"['s005', 's020', 's006', 's026', 's045']",['Horror'],91,1,0,True
u016,2025-06-07T07:49:00,2025-06-07T08:29:00,"['s040', 's033']","['Comedy', 'Action']",34,2,1,False
u016,2025-06-02T14:29:00,2025-06-02T15:08:00,"['s022', 's014', 's030']","['Action', 'Drama', 'Sci-Fi']",36,1,1,False
u016,2025-05-13T02:14:00,2025-05-13T03:36:00,['s001'],"['Sci-Fi', 'Romance', 'Thriller']",75,1,1,False
u016,2025-06-04T06:05:00,2025-06-04T07:47:00,"['s006', 's042', 's005', 's035', 's002']","['Romance', 'Comedy', 'Drama']",96,1,1,True
u016,2025-05-30T03:06:00,2025-05-30T04:56:00,"['s025', 's012', 's045']",['Drama'],101,4,1,True
u016,2025-05-21T18:47:00,2025-05-21T19:48:00,"['s048', 's002']","['Comedy', 'Horror']",61,1,1,True
u016,2025-05-17T02:16:00,2025-05-17T04:05:00,"['s046', 's015', 's032']","['Drama', 'Action']",100,1,3,True
u016,2025-06-09T13:56:00,2025-06-09T14:27:00,"['s041', 's026']",['Horror'],31,1,0,True
u017,2025-06-04T11:35:00,2025-06-04T12:01:00,"['s043', 's048']","['Comedy', 'Horror', 'Thriller']",18,3,0,False
u017,2025-05-15T23:23:00,2025-05-16T00:43:00,['s009'],"['Thriller', 'Sci-Fi']",78,1,0,False
u017,2025-05-25T11:38:00,2025-05-25T12:07:00,['s045'],"['Thriller', 'Horror', 'Action']",19,1,2,False
u017,2025-06-02T15:48:00,2025-06-02T15:53:00,['s021'],"['Horror', 'Romance']",-1,0,1,True
u017,2025-06-12T22:55:00,2025-06-13T00:06:00,"['s024', 's034', 's049', 's003']","['Sci-Fi', 'Drama', 'Action']",64,3,2,False
u017,2025-06-06T05:32:00,2025-06-06T06:34:00,['s026'],['Action'],57,2,0,True
u017,2025-06-08T00:34:00,2025-06-08T02:22:00,"['s045', 's028']",['Sci-Fi'],108,1,0,True
u017,2025-05-27T23:36:00,2025-05-28T00:20:00,['s002'],"['Romance', 'Drama']",43,4,0,False
u017,2025-06-10T12:05:00,2025-06-10T12:52:00,"['s007', 's031']",['Action'],43,2,1,False
u017,2025-05-28T04:22:00,2025-05-28T05:33:00,['s039'],"['Romance', 'Drama', 'Horror']",68,0,0,False
u017,2025-05-16T21:25:00,2025-05-16T21:37:00,"['s021', 's045', 's005', 's009']",['Horror'],12,2,1,True
u017,2025-05-26T17:17:00,2025-05-26T18:40:00,"['s005', 's007', 's044', 's004']","['Drama', 'Action', 'Romance']",73,1,0,True
u017,2025-06-10T02:15:00,2025-06-10T03:56:00,"['s039', 's043']","['Drama', 'Romance', 'Comedy']",95,2,1,True
u017,2025-06-01T11:36:00,2025-06-01T13:33:00,"['s007', 's022', 's042', 's044', 's002']","['Thriller', 'Action']",108,2,2,False
u017,2025-05-17T21:58:00,2025-05-17T22:16:00,"['s046', 's005', 's038', 's013', 's037']",['Comedy'],18,1,3,False
u017,2025-05-29T04:10:00,2025-05-29T05:08:00,"['s029', 's012', 's016', 's009', 's003']",['Sci-Fi'],51,1,1,True
u017,2025-06-01T20:03:00,2025-06-01T21:13:00,"['s020', 's038', 's035']",['Sci-Fi'],60,6,1,True
u017,2025-06-09T10:59:00,2025-06-09T11:47:00,"['s001', 's034', 's038']","['Comedy', 'Sci-Fi', 'Drama']",44,1,0,True
u017,2025-06-07T11:04:00,2025-06-07T12:58:00,"['s023', 's013', 's041', 's005']","['Sci-Fi', 'Comedy']",114,2,1,True
u017,2025-06-03T06:31:00,2025-06-03T07:52:00,"['s037', 's022', 's040', 's020', 's027']","['Sci-Fi', 'Drama']",76,0,0,True
u017,2025-05-14T22:05:00,2025-05-14T23:13:00,['s041'],['Comedy'],65,1,2,True
u018,2025-05-22T16:48:00,2025-05-22T17:23:00,"['s048', 's025', 's014']","['Sci-Fi', 'Drama']",28,1,1,True
u018,2025-05-16T08:32:00,2025-05-16T09:22:00,"['s008', 's010', 's019', 's029', 's013']","['Thriller', 'Action', 'Drama']",50,0,2,False
u018,2025-05-22T01:29:00,2025-05-22T01:59:00,"['s015', 's017']","['Sci-Fi', 'Action', 'Thriller']",26,1,2,True
u018,2025-05-21T22:04:00,2025-05-21T22:11:00,"['s007', 's002', 's044']",['Romance'],5,3,1,False
u018,2025-05-18T01:12:00,2025-05-18T02:00:00,"['s030', 's016', 's024']","['Comedy', 'Sci-Fi']",45,0,1,False
u018,2025-06-10T08:42:00,2025-06-10T10:39:00,['s008'],['Sci-Fi'],111,1,3,False
u018,2025-05-21T17:22:00,2025-05-21T18:35:00,"['s021', 's039', 's028']","['Sci-Fi', 'Drama', 'Thriller']",67,2,2,False
u018,2025-06-06T08:52:00,2025-06-06T09:34:00,"['s016', 's004', 's041']","['Horror', 'Sci-Fi']",40,0,0,False
u018,2025-06-08T13:58:00,2025-06-08T15:56:00,"['s047', 's006']","['Horror', 'Comedy']",111,1,1,False
u018,2025-05-20T14:52:00,2025-05-20T16:02:00,"['s024', 's032', 's034', 's030', 's012']","['Comedy', 'Action']",64,1,0,False
u018,2025-06-03T23:53:00,2025-06-04T01:29:00,"['s018', 's038', 's026', 's041']","['Comedy', 'Drama', 'Sci-Fi']",89,3,1,True
u018,2025-05-22T05:43:00,2025-05-22T06:45:00,"['s014', 's020', 's028', 's025']","['Sci-Fi', 'Action', 'Comedy']",59,2,0,False
u018,2025-05-19T02:43:00,2025-05-19T04:24:00,"['s029', 's034', 's023']",['Thriller'],100,2,1,True
u018,2025-06-05T07:31:00,2025-06-05T08:55:00,"['s029', 's030', 's028', 's027']","['Horror', 'Romance']",79,1,2,True
u018,2025-05-30T09:39:00,2025-05-30T09:47:00,"['s015', 's017', 's042', 's005']","['Drama', 'Action']",6,0,1,False
u018,2025-06-05T08:06:00,2025-06-05T09:20:00,['s018'],['Drama'],64,2,0,True
u018,2025-05-29T09:28:00,2025-05-29T09:37:00,"['s022', 's013']","['Action', 'Horror', 'Comedy']",1,1,1,False
u018,2025-05-25T11:47:00,2025-05-25T12:16:00,"['s049', 's046']","['Thriller', 'Action', 'Drama']",20,1,2,False
u018,2025-05-25T19:51:00,2025-05-25T21:41:00,"['s026', 's038', 's049', 's042']",['Romance'],105,1,1,False
u018,2025-05-19T19:03:00,2025-05-19T20:58:00,"['s015', 's047']","['Sci-Fi', 'Romance', 'Horror']",109,3,2,False
u018,2025-06-07T03:36:00,2025-06-07T05:17:00,"['s022', 's006', 's021', 's013']","['Horror', 'Comedy']",94,1,0,True
u018,2025-06-01T23:09:00,2025-06-02T00:11:00,['s024'],['Thriller'],54,0,0,False
u018,2025-05-26T21:45:00,2025-05-26T23:24:00,"['s043', 's023', 's022', 's015']","['Romance', 'Comedy']",99,1,0,False
u018,2025-06-06T11:12:00,2025-06-06T11:55:00,"['s002', 's037', 's003', 's009', 's010']","['Thriller', 'Comedy']",38,1,2,False
u019,2025-06-08T02:49:00,2025-06-08T04:44:00,"['s014', 's026', 's005', 's035']","['Sci-Fi', 'Romance']",109,1,0,True
u019,2025-06-07T22:03:00,2025-06-07T23:05:00,"['s006', 's011', 's007']","['Thriller', 'Sci-Fi', 'Drama']",52,1,2,False
u019,2025-06-09T11:02:00,2025-06-09T12:09:00,"['s013', 's005']","['Action', 'Sci-Fi']",67,2,0,True
u019,2025-06-12T00:25:00,2025-06-12T01:37:00,"['s004', 's024', 's034', 's001']",['Action'],71,2,1,False
u019,2025-05-31T16:46:00,2025-05-31T17:41:00,['s009'],"['Romance', 'Horror', 'Drama']",53,2,0,True
u019,2025-05-22T09:31:00,2025-05-22T09:52:00,"['s028', 's046', 's043']","['Sci-Fi', 'Thriller']",18,1,2,False
u019,2025-05-27T02:56:00,2025-05-27T04:16:00,"['s046', 's044', 's030', 's018', 's013']",['Sci-Fi'],77,2,3,True
u019,2025-05-31T04:04:00,2025-05-31T05:26:00,"['s022', 's037', 's032', 's030', 's003']","['Drama', 'Action', 'Romance']",79,2,0,True
u019,2025-05-26T12:53:00,2025-05-26T13:48:00,"['s027', 's016']",['Thriller'],46,1,2,False
u019,2025-06-02T20:04:00,2025-06-02T20:58:00,"['s045', 's037']",['Romance'],44,0,1,False
u019,2025-05-14T23:41:00,2025-05-15T00:16:00,"['s041', 's035', 's019']","['Drama', 'Comedy', 'Sci-Fi']",33,4,2,False
u019,2025-05-31T17:13:00,2025-05-31T18:55:00,['s024'],['Horror'],94,1,2,True
u019,2025-05-27T20:05:00,2025-05-27T21:02:00,"['s017', 's014']","['Drama', 'Romance', 'Horror']",50,1,1,True
u019,2025-06-12T17:57:00,2025-06-12T19:37:00,"['s022', 's048', 's026', 's013']","['Drama', 'Horror']",93,2,3,True
u019,2025-05-19T05:04:00,2025-05-19T05:50:00,"['s032', 's030', 's005', 's006']","['Comedy', 'Sci-Fi', 'Romance']",36,0,4,True
u019,2025-05-25T16:53:00,2025-05-25T18:45:00,"['s002', 's039']",['Sci-Fi'],110,1,0,True
u019,2025-06-06T07:59:00,2025-06-06T09:38:00,"['s005', 's043']",['Comedy'],93,0,1,True
u019,2025-06-02T01:18:00,2025-06-02T02:08:00,"['s046', 's003']","['Thriller', 'Sci-Fi', 'Romance']",48,1,4,False
u019,2025-06-10T21:21:00,2025-06-10T23:09:00,['s025'],"['Action', 'Romance', 'Drama']",100,1,0,False
u019,2025-05-15T05:09:00,2025-05-15T06:52:00,"['s016', 's024']",['Sci-Fi'],97,3,1,True
u019,2025-06-01T04:35:00,2025-06-01T04:43:00,"['s013', 's044', 's043']",['Sci-Fi'],8,1,0,False
u019,2025-05-17T09:30:00,2025-05-17T11:17:00,"['s047', 's011']",['Romance'],97,2,2,False
u019,2025-05-27T21:19:00,2025-05-27T22:05:00,"['s040', 's014']","['Romance', 'Horror', 'Drama']",38,0,1,True
u019,2025-05-17T19:39:00,2025-05-17T20:29:00,"['s001', 's026']","['Action', 'Drama', 'Romance']",45,4,1,True
u020,2025-05-16T00:06:00,2025-05-16T01:35:00,"['s024', 's003', 's005', 's014', 's027']","['Horror', 'Thriller']",85,2,1,True
u020,2025-05-17T15:12:00,2025-05-17T16:48:00,"['s011', 's017', 's007', 's039', 's021']","['Comedy', 'Romance', 'Sci-Fi']",88,2,1,True
u020,2025-06-10T21:58:00,2025-06-10T23:40:00,"['s005', 's022', 's002', 's039']","['Romance', 'Horror', 'Thriller']",97,2,2,False
u020,2025-05-23T13:52:00,2025-05-23T15:01:00,['s015'],['Thriller'],60,0,2,False
u020,2025-05-18T15:30:00,2025-05-18T16:14:00,"['s049', 's016', 's040', 's006']",['Sci-Fi'],41,0,0,True
u020,2025-05-26T11:58:00,2025-05-26T12:28:00,"['s014', 's042', 's003', 's016']","['Thriller', 'Romance', 'Action']",28,3,1,True
u020,2025-05-27T10:50:00,2025-05-27T12:17:00,"['s027', 's042', 's019', 's049', 's002']",['Horror'],87,0,1,False
u020,2025-05-28T14:21:00,2025-05-28T14:57:00,"['s004', 's043', 's016', 's044', 's045']","['Sci-Fi', 'Thriller', 'Romance']",33,5,0,False
u020,2025-05-21T08:28:00,2025-05-21T09:29:00,['s005'],"['Drama', 'Sci-Fi']",51,1,1,True
u020,2025-05-19T10:35:00,2025-05-19T11:06:00,['s012'],"['Thriller', 'Sci-Fi', 'Comedy']",29,0,1,False
u020,2025-06-01T09:34:00,2025-06-01T11:11:00,"['s011', 's047', 's013']",['Romance'],90,1,1,True
u020,2025-05-24T07:56:00,2025-05-24T08:39:00,"['s029', 's041', 's013', 's018', 's031']",['Action'],39,2,1,True
u021,2025-06-03T10:08:00,2025-06-03T11:09:00,"['s040', 's048', 's028', 's049', 's010']","['Drama', 'Romance']",55,2,1,True
u021,2025-05-16T18:54:00,2025-05-16T20:36:00,"['s035', 's010', 's036', 's047', 's012']","['Romance', 'Horror']",98,2,0,True
u021,2025-05-25T21:21:00,2025-05-25T22:14:00,"['s031', 's005', 's022', 's009', 's046']","['Sci-Fi', 'Horror']",45,0,2,False
u021,2025-05-13T04:33:00,2025-05-13T04:39:00,"['s032', 's026', 's027']","['Comedy', 'Action']",-2,1,1,True
u021,2025-05-27T00:12:00,2025-05-27T01:39:00,['s027'],['Drama'],78,1,0,True
u021,2025-06-07T17:47:00,2025-06-07T18:12:00,"['s017', 's049', 's047', 's023']","['Comedy', 'Romance', 'Action']",22,0,2,False
u021,2025-06-11T14:57:00,2025-06-11T15:51:00,"['s016', 's031']",['Horror'],48,0,0,True
u021,2025-06-12T18:50:00,2025-06-12T18:58:00,"['s017', 's039']","['Comedy', 'Sci-Fi']",-2,1,1,True
u021,2025-06-09T09:42:00,2025-06-09T11:01:00,"['s001', 's008']",['Comedy'],69,2,3,False
u021,2025-05-30T11:48:00,2025-05-30T12:43:00,['s034'],['Romance'],46,3,2,True
u022,2025-05-24T12:12:00,2025-05-24T13:45:00,"['s035', 's043', 's025', 's038', 's020']","['Romance', 'Comedy', 'Drama']",89,1,0,True
u022,2025-06-08T01:26:00,2025-06-08T03:10:00,"['s018', 's048']",['Comedy'],99,2,2,True
u022,2025-05-27T00:31:00,2025-05-27T00:36:00,"['s001', 's007', 's005', 's045']","['Thriller', 'Romance']",3,3,1,False
u022,2025-06-01T14:42:00,2025-06-01T15:08:00,"['s012', 's046', 's009']",['Romance'],24,1,1,True
u022,2025-05-18T00:24:00,2025-05-18T01:26:00,"['s012', 's013']",['Comedy'],53,3,1,True
u022,2025-05-21T17:35:00,2025-05-21T18:13:00,"['s041', 's040', 's007', 's011']",['Action'],32,1,2,True
u022,2025-05-18T16:11:00,2025-05-18T16:51:00,"['s002', 's038', 's016']","['Romance', 'Comedy']",39,2,1,False
u022,2025-05-13T10:23:00,2025-05-13T10:35:00,['s043'],"['Horror', 'Drama', 'Comedy']",8,2,2,True
u022,2025-05-13T07:55:00,2025-05-13T08:48:00,"['s049', 's018', 's032', 's031', 's022']","['Romance', 'Action', 'Comedy']",44,2,0,False
u022,2025-05-28T14:43:00,2025-05-28T15:28:00,"['s043', 's026', 's025']","['Drama', 'Action', 'Comedy']",42,2,1,False
u022,2025-05-13T03:22:00,2025-05-13T04:25:00,"['s002', 's039']",['Horror'],57,3,1,False
u022,2025-05-24T07:28:00,2025-05-24T08:20:00,"['s044', 's043', 's031', 's033', 's027']","['Sci-Fi', 'Drama', 'Action']",45,3,2,True
u022,2025-05-29T09:26:00,2025-05-29T11:22:00,"['s044', 's029', 's015']","['Romance', 'Horror', 'Thriller']",116,2,1,False
u022,2025-05-28T20:28:00,2025-05-28T21:27:00,['s047'],"['Action', 'Thriller']",52,0,2,True
u022,2025-05-19T12:22:00,2025-05-19T14:18:00,"['s046', 's033', 's003', 's009', 's032']",['Action'],108,4,1,False
u022,2025-06-06T23:22:00,2025-06-07T01:18:00,"['s029', 's008']","['Comedy', 'Thriller']",109,1,0,True
u022,2025-05-22T15:10:00,2025-05-22T15:36:00,['s007'],"['Comedy', 'Drama']",16,1,2,True
u022,2025-05-27T20:37:00,2025-05-27T22:37:00,"['s015', 's047', 's017']","['Romance', 'Comedy', 'Drama']",114,1,0,False
u023,2025-06-10T20:00:00,2025-06-10T21:37:00,['s045'],"['Horror', 'Sci-Fi']",90,4,1,False
u023,2025-06-09T08:06:00,2025-06-09T08:19:00,"['s025', 's046', 's048']","['Comedy', 'Romance', 'Thriller']",3,0,1,False
u023,2025-06-01T21:16:00,2025-06-01T23:04:00,"['s017', 's008']","['Drama', 'Horror']",105,2,2,True
u023,2025-06-08T22:50:00,2025-06-08T23:19:00,"['s024', 's009', 's021', 's025', 's037']","['Drama', 'Action', 'Horror']",28,1,1,False
u023,2025-05-21T15:22:00,2025-05-21T17:15:00,"['s021', 's024', 's044', 's009']","['Comedy', 'Thriller', 'Horror']",107,3,3,True
u023,2025-05-30T23:47:00,2025-05-30T23:53:00,"['s021', 's010', 's019', 's015']","['Comedy', 'Romance']",-2,1,0,True
u023,2025-05-25T21:32:00,2025-05-25T21:55:00,['s039'],"['Action', 'Thriller']",13,2,3,False
u023,2025-05-18T14:51:00,2025-05-18T15:31:00,"['s041', 's014', 's032', 's019']","['Romance', 'Drama', 'Action']",31,2,0,True
u023,2025-05-22T14:02:00,2025-05-22T15:55:00,['s012'],"['Comedy', 'Romance']",110,0,2,True
u023,2025-06-12T00:04:00,2025-06-12T01:57:00,['s036'],"['Action', 'Romance']",111,0,1,False
u023,2025-05-28T20:26:00,2025-05-28T22:07:00,"['s005', 's034', 's047', 's019']","['Comedy', 'Sci-Fi']",95,1,0,False
u023,2025-06-06T22:34:00,2025-06-06T23:29:00,"['s021', 's049']","['Horror', 'Drama', 'Action']",54,1,1,True
u023,2025-05-20T10:47:00,2025-05-20T12:05:00,"['s045', 's031', 's019', 's010']",['Sci-Fi'],76,2,2,False
u023,2025-05-21T21:42:00,2025-05-21T23:21:00,['s024'],"['Horror', 'Thriller', 'Drama']",89,0,2,False
u023,2025-05-19T17:13:00,2025-05-19T18:06:00,"['s004', 's007']","['Romance', 'Sci-Fi']",47,0,0,False
u023,2025-05-18T08:10:00,2025-05-18T09:20:00,"['s038', 's028', 's010']","['Comedy', 'Romance', 'Sci-Fi']",60,1,1,True
u023,2025-05-23T23:04:00,2025-05-23T23:59:00,"['s045', 's039', 's012']","['Comedy', 'Romance', 'Drama']",48,3,0,False
u023,2025-06-11T14:18:00,2025-06-11T15:11:00,"['s024', 's001', 's008', 's006']",['Romance'],49,0,1,False
u023,2025-06-05T04:46:00,2025-06-05T05:19:00,"['s037', 's031', 's018', 's045', 's048']",['Horror'],33,1,1,False
u023,2025-05-30T11:23:00,2025-05-30T12:29:00,"['s020', 's037', 's009', 's007']","['Drama', 'Comedy']",56,1,1,False
u023,2025-06-06T11:06:00,2025-06-06T11:34:00,['s026'],"['Horror', 'Thriller', 'Comedy']",22,1,2,True
u023,2025-06-05T14:46:00,2025-06-05T16:38:00,"['s046', 's042', 's008', 's049', 's014']","['Drama', 'Sci-Fi', 'Thriller']",103,1,2,False
u024,2025-06-07T05:54:00,2025-06-07T06:56:00,['s003'],['Thriller'],57,1,1,True
u024,2025-05-20T08:05:00,2025-05-20T08:21:00,"['s049', 's003', 's006']",['Thriller'],8,3,1,True
u024,2025-06-06T18:39:00,2025-06-06T19:05:00,['s016'],"['Drama', 'Thriller']",20,1,0,False
u024,2025-05-26T08:28:00,2025-05-26T09:57:00,"['s009', 's037', 's032', 's045']","['Thriller', 'Action']",81,0,1,False
u024,2025-06-05T05:42:00,2025-06-05T06:13:00,['s016'],['Sci-Fi'],30,1,3,True
u025,2025-05-19T02:35:00,2025-05-19T03:57:00,"['s038', 's023']","['Sci-Fi', 'Comedy']",74,1,0,False
u025,2025-05-16T09:13:00,2025-05-16T10:28:00,"['s025', 's042', 's011']","['Romance', 'Drama']",71,3,2,False
u025,2025-06-12T18:56:00,2025-06-12T19:55:00,"['s014', 's005', 's041', 's047', 's018']","['Comedy', 'Horror', 'Sci-Fi']",57,1,3,False
u025,2025-06-07T15:38:00,2025-06-07T17:07:00,"['s039', 's011', 's027', 's010', 's021']","['Romance', 'Drama']",79,0,1,False
u025,2025-05-24T06:20:00,2025-05-24T06:34:00,['s035'],['Comedy'],10,0,3,False
u025,2025-05-16T00:02:00,2025-05-16T00:49:00,['s024'],"['Horror', 'Action']",37,3,2,True
u025,2025-05-23T06:35:00,2025-05-23T07:15:00,['s025'],['Romance'],40,2,3,False
u025,2025-05-18T14:53:00,2025-05-18T15:20:00,"['s038', 's032', 's007']","['Action', 'Comedy', 'Thriller']",19,1,0,False
u025,2025-06-07T02:25:00,2025-06-07T03:04:00,['s004'],['Action'],30,1,1,False
u025,2025-05-30T17:30:00,2025-05-30T17:58:00,"['s036', 's039', 's026', 's031', 's038']",['Action'],23,1,3,True
u025,2025-06-05T08:57:00,2025-06-05T10:33:00,"['s010', 's025']","['Comedy', 'Action', 'Drama']",94,0,1,False
u026,2025-05-29T20:18:00,2025-05-29T21:53:00,"['s027', 's046', 's030', 's012', 's029']","['Horror', 'Romance']",92,2,2,False
u026,2025-05-25T13:16:00,2025-05-25T14:15:00,"['s020', 's041']",['Action'],51,0,0,True
u026,2025-05-27T05:35:00,2025-05-27T07:28:00,['s005'],"['Sci-Fi', 'Drama', 'Horror']",112,2,0,False
u026,2025-05-16T20:23:00,2025-05-16T22:03:00,"['s032', 's001', 's028', 's044', 's033']","['Sci-Fi', 'Romance', 'Comedy']",96,2,1,False
u026,2025-06-12T19:13:00,2025-06-12T21:11:00,['s026'],['Thriller'],110,2,1,True
u026,2025-05-13T07:57:00,2025-05-13T09:33:00,"['s048', 's023', 's016', 's043', 's034']","['Thriller', 'Drama', 'Horror']",90,1,2,True
u026,2025-05-20T16:04:00,2025-05-20T17:35:00,"['s012', 's005']","['Horror', 'Sci-Fi']",83,1,0,False
u026,2025-05-15T07:36:00,2025-05-15T08:35:00,"['s011', 's024', 's008', 's022']","['Sci-Fi', 'Thriller', 'Drama']",52,1,1,True
u026,2025-06-03T23:42:00,2025-06-04T00:24:00,"['s001', 's048']","['Thriller', 'Romance', 'Sci-Fi']",38,1,1,False
u026,2025-06-11T06:17:00,2025-06-11T07:27:00,"['s040', 's032', 's004', 's023']",['Thriller'],70,1,1,True
u026,2025-05-26T13:52:00,2025-05-26T14:42:00,['s023'],"['Sci-Fi', 'Romance', 'Action']",49,1,0,True
u026,2025-06-01T14:33:00,2025-06-01T15:40:00,['s034'],"['Sci-Fi', 'Romance', 'Drama']",64,0,1,False
u026,2025-05-13T07:32:00,2025-05-13T07:56:00,"['s015', 's031', 's026']","['Action', 'Horror']",14,1,0,True
u026,2025-05-21T06:59:00,2025-05-21T08:12:00,['s029'],"['Horror', 'Romance', 'Sci-Fi']",69,1,0,True
u026,2025-06-01T18:00:00,2025-06-01T18:05:00,"['s008', 's013']","['Drama', 'Sci-Fi']",0,1,2,True
u026,2025-05-28T01:46:00,2025-05-28T03:46:00,"['s043', 's013']","['Comedy', 'Action']",120,1,1,True
u026,2025-06-04T06:11:00,2025-06-04T07:26:00,"['s021', 's049']","['Thriller', 'Comedy']",68,1,3,False
u026,2025-05-30T16:43:00,2025-05-30T17:04:00,['s002'],['Sci-Fi'],20,1,1,True
u026,2025-05-13T14:54:00,2025-05-13T16:37:00,"['s004', 's044']","['Romance', 'Thriller']",93,2,2,False
u026,2025-06-01T18:24:00,2025-06-01T19:30:00,"['s032', 's006', 's049']","['Sci-Fi', 'Thriller']",62,1,1,True
u026,2025-06-05T06:24:00,2025-06-05T06:52:00,"['s008', 's017', 's045']",['Comedy'],25,2,2,False
u026,2025-05-22T00:43:00,2025-05-22T01:48:00,"['s040', 's012', 's013', 's038', 's041']","['Sci-Fi', 'Horror', 'Drama']",64,2,0,True
u026,2025-05-14T17:54:00,2025-05-14T18:34:00,"['s028', 's002']","['Sci-Fi', 'Drama', 'Comedy']",37,1,1,True
u026,2025-06-05T21:24:00,2025-06-05T22:08:00,"['s015', 's022']","['Romance', 'Drama']",34,3,0,False
u026,2025-06-11T07:16:00,2025-06-11T07:27:00,['s018'],"['Action', 'Horror']",7,1,2,False
u027,2025-05-27T13:21:00,2025-05-27T15:20:00,"['s003', 's001']",['Comedy'],119,0,1,False
u027,2025-05-22T15:32:00,2025-05-22T16:13:00,"['s039', 's007', 's028']",['Action'],34,3,0,False
u027,2025-05-29T13:07:00,2025-05-29T13:54:00,['s007'],"['Drama', 'Comedy', 'Thriller']",43,2,1,False
u027,2025-05-18T22:19:00,2025-05-18T23:06:00,"['s048', 's038', 's034']","['Action', 'Sci-Fi', 'Horror']",42,3,0,True
u027,2025-05-30T11:29:00,2025-05-30T11:45:00,"['s041', 's048']","['Drama', 'Horror', 'Thriller']",15,2,0,False
u027,2025-06-11T18:43:00,2025-06-11T20:32:00,"['s046', 's029']",['Drama'],106,1,1,False
u027,2025-06-10T04:07:00,2025-06-10T04:55:00,"['s049', 's013', 's035', 's047']",['Drama'],44,2,2,True
u027,2025-06-01T00:47:00,2025-06-01T02:02:00,"['s023', 's024', 's029', 's041', 's046']",['Romance'],71,1,0,True
u027,2025-06-01T01:39:00,2025-06-01T02:51:00,['s011'],"['Action', 'Comedy', 'Sci-Fi']",64,0,0,True
u027,2025-06-07T18:24:00,2025-06-07T18:36:00,"['s032', 's044', 's035', 's033']",['Sci-Fi'],9,4,1,True
u027,2025-06-05T04:16:00,2025-06-05T05:10:00,"['s026', 's039', 's018', 's014']",['Drama'],46,0,0,True
u027,2025-05-22T21:54:00,2025-05-22T23:14:00,"['s030', 's033', 's046', 's047', 's034']","['Action', 'Sci-Fi']",80,2,0,True
u028,2025-06-07T03:05:00,2025-06-07T03:25:00,"['s003', 's035']",['Action'],18,1,3,True
u028,2025-05-19T17:48:00,2025-05-19T19:46:00,"['s018', 's004']","['Sci-Fi', 'Horror', 'Thriller']",114,2,1,True
u028,2025-06-11T12:29:00,2025-06-11T13:18:00,"['s024', 's021', 's006', 's046', 's036']","['Comedy', 'Sci-Fi']",39,2,2,True
u028,2025-06-09T19:54:00,2025-06-09T20:36:00,['s041'],['Horror'],37,4,1,True
u028,2025-05-25T17:29:00,2025-05-25T17:56:00,['s035'],"['Horror', 'Thriller', 'Drama']",23,1,0,False
u028,2025-05-30T09:13:00,2025-05-30T10:41:00,"['s036', 's014', 's029', 's015', 's021']","['Sci-Fi', 'Thriller']",84,1,0,False
u028,2025-05-30T23:57:00,2025-05-31T00:21:00,"['s047', 's028']","['Sci-Fi', 'Romance']",17,4,1,True
u028,2025-05-21T06:15:00,2025-05-21T07:18:00,"['s013', 's037']","['Comedy', 'Sci-Fi']",61,0,2,False
u028,2025-05-13T22:59:00,2025-05-13T23:43:00,"['s026', 's044']","['Sci-Fi', 'Drama', 'Horror']",42,2,0,True
u028,2025-05-24T03:52:00,2025-05-24T04:55:00,"['s007', 's047', 's034', 's009']","['Horror', 'Drama', 'Thriller']",53,3,1,True
u028,2025-05-30T11:25:00,2025-05-30T11:32:00,['s049'],"['Drama', 'Sci-Fi', 'Comedy']",6,0,1,False
u028,2025-05-25T04:21:00,2025-05-25T04:44:00,"['s001', 's007', 's035', 's048', 's022']","['Drama', 'Sci-Fi', 'Comedy']",13,1,2,True
u028,2025-06-07T14:47:00,2025-06-07T16:46:00,"['s020', 's022']","['Sci-Fi', 'Horror']",112,1,1,True
u029,2025-06-10T13:22:00,2025-06-10T14:36:00,['s003'],['Thriller'],73,0,1,True
